osmid,name,category,access,size_category,area_m2,area_ha,lat,lon,operator,opening_hours,fee,is_free_access,website,amenity_score,toilets,drinking_water,playground,bench,bicycle_parking,parking,public_transport,data_source,extraction_date,crs
144057649,,Natural Area,public,Small (0.1-1 ha),7811.8520083113,0.78118520083113,28.407517494202388,77.17160093206826,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
15756089,,Natural Area,public,Very Large (> 100 ha),4840744.80269611,484.074480269611,28.41982021110806,77.17528253106158,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507630,,Natural Area,public,Medium (1-10 ha),12111.491582904438,1.211149158290444,28.445899196533066,77.17342878038528,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507604,,Natural Area,public,Small (0.1-1 ha),1490.365606330136,0.1490365606330136,28.45179499619758,77.1723902631889,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590136,,Natural Area,public,Small (0.1-1 ha),1162.7325259408753,0.11627325259408754,28.45180740347812,77.17514295200223,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590127,,Natural Area,public,Very Small (< 0.1 ha),575.7281020100685,0.057572810201006845,28.451836648700443,77.17566235757249,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507601,,Natural Area,public,Small (0.1-1 ha),9560.995314215423,0.9560995314215422,28.45198338295172,77.17272549872521,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590129,,Natural Area,public,Very Small (< 0.1 ha),526.4608766213336,0.052646087662133356,28.452009040315296,77.17576398872271,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590139,,Natural Area,public,Small (0.1-1 ha),1839.5801579111544,0.18395801579111545,28.45209572465591,77.17522249263172,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590126,,Natural Area,public,Very Small (< 0.1 ha),327.45152558863055,0.03274515255886305,28.4521647176802,77.17586860531206,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
1194703675,,Wetland,public,Small (0.1-1 ha),4817.642652267615,0.48176426522676147,28.43522115791287,77.1794032675474,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194847,,Natural Area,public,Small (0.1-1 ha),3265.2036014374044,0.3265203601437404,28.441616507809517,77.18542320439049,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194803,,Natural Area,public,Small (0.1-1 ha),2086.1565597639637,0.20861565597639636,28.441930862055663,77.18575888111324,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194800,,Natural Area,public,Small (0.1-1 ha),1903.8462205266812,0.19038462205266812,28.442137738723055,77.18545116889015,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194842,,Natural Area,public,Small (0.1-1 ha),3572.3947059318166,0.3572394705931817,28.44218774661314,77.18477914834169,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194845,,Natural Area,public,Small (0.1-1 ha),1950.514035435433,0.1950514035435433,28.44239806713949,77.18609987236474,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194823,,Natural Area,public,Very Small (< 0.1 ha),898.7175036339323,0.08987175036339323,28.442479753254812,77.18515385860005,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194810,,Natural Area,public,Small (0.1-1 ha),1905.8641537179888,0.19058641537179888,28.442611922066327,77.18580716761139,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194838,,Natural Area,public,Small (0.1-1 ha),1907.429618504076,0.1907429618504076,28.44278142324403,77.18540104225666,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194837,,Natural Area,public,Small (0.1-1 ha),2470.0862796021365,0.24700862796021364,28.442907331446165,77.18626400549695,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194822,,Natural Area,public,Small (0.1-1 ha),4916.039718396938,0.4916039718396938,28.44287095546512,77.18832582356592,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194807,,Natural Area,public,Small (0.1-1 ha),2192.8087104410565,0.21928087104410565,28.443213754587607,77.18656576004712,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194829,,Natural Area,public,Small (0.1-1 ha),1166.8650124414921,0.11668650124414921,28.443271442572268,77.18890053730246,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194843,,Natural Area,public,Small (0.1-1 ha),1302.142999091083,0.13021429990910832,28.443492605931063,77.18851586922702,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194805,,Natural Area,public,Small (0.1-1 ha),1738.5916550751965,0.17385916550751965,28.443580242583145,77.18922662990843,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194824,,Natural Area,public,Small (0.1-1 ha),4871.671548346198,0.48716715483461975,28.44373386544264,77.18721394237387,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194835,,Natural Area,public,Small (0.1-1 ha),1386.3576654019034,0.13863576654019033,28.44432070074444,77.1868995090116,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194806,,Natural Area,public,Small (0.1-1 ha),3162.5048531179195,0.31625048531179195,28.444536669318637,77.18655318919228,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194819,,Natural Area,public,Small (0.1-1 ha),1244.6800006805718,0.12446800006805718,28.4446213994663,77.18763009175959,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194826,,Natural Area,public,Small (0.1-1 ha),2021.9669762435806,0.20219669762435805,28.444786141563515,77.18728628190894,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194813,,Natural Area,public,Small (0.1-1 ha),1776.0196589812845,0.17760196589812843,28.443171986304733,77.1856917861463,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194828,,Natural Area,public,Very Small (< 0.1 ha),797.2092682297279,0.07972092682297278,28.44348950578993,77.18606703165233,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194816,,Natural Area,public,Small (0.1-1 ha),1665.3390459578347,0.16653390459578346,28.443716051160894,77.18215796346843,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194809,,Natural Area,public,Small (0.1-1 ha),2511.0604981843853,0.25110604981843854,28.44383278333854,77.18160396742964,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194820,,Natural Area,public,Small (0.1-1 ha),1426.9291993007837,0.14269291993007838,28.443905505538357,77.18651375011106,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194827,,Natural Area,public,Small (0.1-1 ha),4318.700003232469,0.43187000032324685,28.443898235077473,77.1827868379253,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194833,,Natural Area,public,Small (0.1-1 ha),2085.2925881254337,0.20852925881254336,28.44407262611803,77.18230738282703,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194834,,Natural Area,public,Small (0.1-1 ha),1550.1257631847268,0.15501257631847268,28.444232578730222,77.18178679479725,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194811,,Natural Area,public,Small (0.1-1 ha),4692.372074737004,0.46923720747370046,28.444249463250788,77.18599266586412,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194846,,Natural Area,public,Small (0.1-1 ha),1849.2150494851192,0.18492150494851192,28.444455100699017,77.18239972402493,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194839,,Natural Area,public,Very Small (< 0.1 ha),852.6425920445113,0.08526425920445113,28.444573347858466,77.18308680960035,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194804,,Natural Area,public,Small (0.1-1 ha),1361.912549271666,0.1361912549271666,28.444704997066296,77.18259984894243,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194815,,Natural Area,public,Small (0.1-1 ha),2471.481834568437,0.2471481834568437,28.444848997289636,77.18615976041039,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194802,,Natural Area,public,Very Small (< 0.1 ha),272.62406031715113,0.027262406031715113,28.44496924167239,77.18288271685344,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194812,,Natural Area,public,Small (0.1-1 ha),1472.774267213335,0.14727742672133348,28.44507963317729,77.18327922536561,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194832,,Natural Area,public,Small (0.1-1 ha),2723.8013259108766,0.2723801325910877,28.445368511639327,77.18401202974985,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194808,,Natural Area,public,Very Small (< 0.1 ha),546.668481776274,0.0546668481776274,28.445448455354175,77.18320281003191,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194840,,Natural Area,public,Small (0.1-1 ha),1635.7874529752567,0.16357874529752567,28.44579903943054,77.1837889863633,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194844,,Natural Area,public,Small (0.1-1 ha),1693.7973252710085,0.16937973252710084,28.445837310811626,77.18322059963118,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
404194821,,Natural Area,public,Small (0.1-1 ha),1608.8020808925307,0.16088020808925307,28.446107481192055,77.18343194376882,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507627,,Natural Area,public,Very Small (< 0.1 ha),714.1441969727608,0.07141441969727608,28.452249118087227,77.17364406793358,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590117,,Natural Area,public,Very Small (< 0.1 ha),236.11278196666643,0.023611278196666644,28.45229454070096,77.17595333946517,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590144,,Natural Area,public,Small (0.1-1 ha),2153.512013897742,0.21535120138977418,28.452325767377022,77.17537164666956,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590119,,Natural Area,public,Very Small (< 0.1 ha),309.4253341101433,0.030942533411014328,28.452423597380506,77.17605394473823,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507611,,Natural Area,public,Small (0.1-1 ha),1183.6197493007808,0.11836197493007808,28.452483115768402,77.17251431731489,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507614,,Natural Area,public,Very Small (< 0.1 ha),997.279784097043,0.09972797840970431,28.45251083380079,77.17355703915875,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590134,,Natural Area,public,Small (0.1-1 ha),1199.292255234719,0.1199292255234719,28.452508695923097,77.17551850414092,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507620,,Natural Area,public,Very Small (< 0.1 ha),889.8423301627834,0.08898423301627834,28.4526362692392,77.17317102025129,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403590121,,Natural Area,public,Small (0.1-1 ha),1296.9650975694958,0.12969650975694957,28.452651870454552,77.17564189242097,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507606,,Natural Area,public,Very Small (< 0.1 ha),752.565040920422,0.0752565040920422,28.452819514234193,77.17263964940518,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507598,,Natural Area,public,Small (0.1-1 ha),3048.8159103594494,0.3048815910359449,28.452936875551366,77.17229869114497,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507608,,Natural Area,public,Very Small (< 0.1 ha),548.7852372671819,0.054878523726718184,28.4530145055321,77.17303284519592,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507621,,Natural Area,public,Very Small (< 0.1 ha),661.3740709371475,0.06613740709371475,28.45303924237013,77.17463878867626,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507605,,Natural Area,public,Very Small (< 0.1 ha),324.0542232831434,0.032405422328314344,28.45313862672867,77.17280124665724,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507622,,Natural Area,public,Very Small (< 0.1 ha),939.902582866723,0.0939902582866723,28.45314928197694,77.17382769730719,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507607,,Natural Area,public,Small (0.1-1 ha),2609.8838182809886,0.26098838182809886,28.453241957439595,77.1719724772683,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507618,,Natural Area,public,Small (0.1-1 ha),1149.4621376228044,0.11494621376228044,28.453247320201275,77.17347586814266,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507623,,Natural Area,public,Very Small (< 0.1 ha),987.2295835482582,0.09872295835482582,28.453289261036357,77.17439274286318,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507616,,Natural Area,public,Very Small (< 0.1 ha),499.35487741457786,0.049935487741457785,28.45340253847586,77.17296447518962,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507631,,Natural Area,public,Small (0.1-1 ha),4303.217661333284,0.4303217661333284,28.454044156046603,77.17355379446525,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
403507603,,Natural Area,public,Small (0.1-1 ha),5315.095349073932,0.5315095349073932,28.454235447843498,77.17022158428276,,,,True,,0,,,,,,,,OpenStreetMap,2025-10-06,EPSG:4326
